Company Name,Ratings,Reviews,Salaries,Interviews,Jobs,Benefits,Photos,Highly Rated for,Critical Rated for,Industry,Location
Magnum Mi Steel,3.6,123,423,8,2,2,,,"Promotions / Appraisal, Skill Development / Learning, Company Culture",Iron & Steel,Gurugram +12 other locations
Internship Studio,4.1,122,67,7,,2,,"Work Life Balance, Skill Development / Learning, Company Culture",Salary & Benefits,,Pune +27 other locations
Garrett - Advancing Motion,3.2,122,855,14,21,8,4,,"Promotions / Appraisal, Job Security, Work Life Balance",Auto Components,Pune +7 other locations
Central Bureau of Investigation,3.9,122,304,4,,19,,"Skill Development / Learning, Job Security, Salary & Benefits","Company Culture, Work Life Balance",Defence & Aerospace,New Delhi +21 other locations
Next Move Strategy Consulting,4.7,122,18,31,,15,39,"Company Culture, Work Satisfaction, Job Security",,,Tinsukia +4 other locations
SKDRDP,4.3,122,191,9,,12,1,"Company Culture, Work Life Balance, Work Satisfaction",,Non-Profit,Bengaluru +41 other locations
SA Technologies,3.2,124,1000,13,,6,,,"Job Security, Promotions / Appraisal, Skill Development / Learning",IT Services & Consulting,Pune +9 other locations
Electronica India Limited,4.6,122,223,11,,,,"Company Culture, Work Life Balance, Skill Development / Learning",,,Pune +25 other locations
S R Enterprises,4.1,122,640,6,,8,,"Work Satisfaction, Skill Development / Learning, Company Culture",,Electrical Equipment,New Delhi +43 other locations
Paladion Networks,3.7,122,682,6,,16,,Job Security,"Company Culture, Work Satisfaction, Promotions / Appraisal",Hardware & Networking,Bengaluru +5 other locations
C H Robinson Worldwide Freight,3.4,122,629,9,,5,,,"Promotions / Appraisal, Company Culture, Work Satisfaction",Logistics,Mumbai +21 other locations
Brindavan Bottlers,3.4,122,415,1,,9,,,"Promotions / Appraisal, Company Culture, Work Life Balance",Beverage,Lucknow +12 other locations
Aza Fashions,3.7,124,655,24,3,2,3,,"Promotions / Appraisal, Job Security, Skill Development / Learning",Fashion & Textile,Mumbai +5 other locations
Provab Technosoft,2.9,122,646,4,6,3,,,"Promotions / Appraisal, Work Life Balance, Work Satisfaction",IT Services & Consulting,Bengaluru +8 other locations
Apeejay Surrendra Group,3.5,122,567,2,2,10,,,"Skill Development / Learning, Promotions / Appraisal, Company Culture",FMCG,Kolkata +21 other locations
LIC Mutual Fund,3.5,122,575,7,8,12,,Work Life Balance,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",Financial Services,Mumbai +41 other locations
ADNH Compass,4.3,122,148,10,,24,,"Skill Development / Learning, Salary & Benefits, Company Culture",,Hospitality,Abu Dhabi +8 other locations
Omni Hospital,3.7,122,511,2,,13,,,"Salary & Benefits, Promotions / Appraisal, Company Culture",Healthcare,Hyderabad +7 other locations
Jse Engineering Private Limited,3.5,122,398,3,,3,,Skill Development / Learning,"Company Culture, Work Life Balance, Salary & Benefits",Engineering & Construction,Chennai +9 other locations
PeopleStrong Technologies,3.4,122,731,8,1,10,21,,"Promotions / Appraisal, Work Life Balance, Work Satisfaction",Software Product,Gurugram +7 other locations
Anuhar Homes,3.3,122,396,4,2,6,,,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",Real Estate,Hyderabad +4 other locations
Indwell,3.5,122,447,10,,11,1,,"Promotions / Appraisal, Company Culture, Work Satisfaction",Engineering & Construction,Vijayawada +21 other locations
Elysium Pharmaceuticals,3.3,122,500,4,,3,,,"Promotions / Appraisal, Work Satisfaction, Job Security",Pharma,Vadodara +4 other locations
Shree Malani Foams,3.9,123,579,9,,7,,Salary & Benefits,Promotions / Appraisal,,Hyderabad +14 other locations
Minimalist,3.5,122,409,7,,1,,,"Promotions / Appraisal, Job Security, Skill Development / Learning",Internet,Jaipur +8 other locations
Airworks,3.7,122,649,6,7,11,,Job Security,"Promotions / Appraisal, Salary & Benefits",Aviation,Hosur +11 other locations
JU Agri Sciences,4.3,122,400,11,1,5,10,"Work Life Balance, Company Culture, Job Security",,Agro Chemicals,Noida +36 other locations
Tvs Training And Services,3.6,122,516,10,6,8,,,"Job Security, Promotions / Appraisal, Work Satisfaction",Education & Training,Chennai +13 other locations
Idfy,3.3,122,860,17,8,4,,,"Promotions / Appraisal, Work Satisfaction, Work Life Balance",Software Product,Mumbai +4 other locations
Aqua Tech Systems,4.2,122,666,6,6,5,,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal,Power,Pune +18 other locations
Cogeme Precision Parts,3.8,122,484,3,,12,,Company Culture,"Promotions / Appraisal, Job Security, Salary & Benefits",Industrial Machinery,Pune +1 other locations
Mac Chem Products,3,122,553,8,6,7,,,"Job Security, Work Life Balance, Work Satisfaction",Pharma,Mumbai +7 other locations
Dai Ichi,4.1,122,500,4,1,6,,"Work Life Balance, Job Security, Company Culture",,Chemicals,Bharuch +9 other locations
Dr. D.Y.Patil Hospital & Research Centre,3.9,122,515,7,,8,,"Company Culture, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits",Healthcare,Pune +7 other locations
Gesco Healthcare,2.4,122,611,10,6,8,3,,"Company Culture, Job Security, Promotions / Appraisal",Medical Equipment,Chennai +12 other locations
Devon Software Services,4,122,617,16,6,10,20,"Company Culture, Work Life Balance, Skill Development / Learning",Job Security,IT Services & Consulting,Bengaluru +3 other locations
EOX Vantage,3.3,122,771,6,2,5,,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",Software Product,Bengaluru +3 other locations
SAL Automotive,3.8,122,513,13,,10,,"Job Security, Work Life Balance, Salary & Benefits","Promotions / Appraisal, Skill Development / Learning",Auto Components,Nabha +12 other locations
Vivekananda Hospital,3.6,122,469,7,,9,,,"Company Culture, Promotions / Appraisal, Salary & Benefits",Healthcare,Durgapur +20 other locations
WebMD,3.3,127,1300,28,3,10,6,Work Life Balance,"Promotions / Appraisal, Skill Development / Learning, Job Security",Healthcare,Mumbai +5 other locations
Site Engineering,4.2,122,1000,8,,9,,"Work Life Balance, Work Satisfaction, Skill Development / Learning",,Engineering & Construction,Chennai +41 other locations
Jain Housing & Constructions,4.2,122,426,19,22,7,,"Company Culture, Work Life Balance, Work Satisfaction",,Real Estate,Chennai +4 other locations
API Holdings,3.6,126,481,7,,2,,,"Promotions / Appraisal, Job Security",,Mumbai +34 other locations
Navi Finserv,3.2,122,462,14,,4,1,Salary & Benefits,"Job Security, Company Culture, Work Satisfaction",,Bengaluru +14 other locations
Microscan Infocommtech,4.1,122,449,9,,4,,"Job Security, Company Culture, Work Life Balance",,Telecom,Mumbai +6 other locations
DH Healthcare Software Services India Private Limited (Dedalus),3.4,123,1100,14,7,3,24,"Work Life Balance, Job Security","Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",Software Product,Chennai +3 other locations
Eximietas Design,4.2,122,256,44,40,2,8,"Company Culture, Work Life Balance, Skill Development / Learning",,Emerging Technologies,Bengaluru +4 other locations
Digiperform,3.5,122,334,9,12,3,,,"Promotions / Appraisal, Job Security, Salary & Benefits",Education & Training,New Delhi +10 other locations
Gates Unitta India Company,3.9,122,645,10,,14,,Work Life Balance,Promotions / Appraisal,Auto Components,Chennai +13 other locations
Mahindra Agri Solutions,3.8,122,393,5,,17,,"Job Security, Skill Development / Learning, Company Culture",Promotions / Appraisal,Agriculture,Mumbai +34 other locations
Everest Blowers & Vacuum Pumps,3.5,122,547,4,70,11,13,,"Promotions / Appraisal, Job Security, Company Culture",Industrial Machinery,New Delhi +12 other locations
AachiGroup,3.9,122,568,3,,3,,,"Company Culture, Promotions / Appraisal",,Chennai +21 other locations
Ambit Collective,3.7,122,226,17,,31,39,Work Life Balance,,Management Consulting,New Delhi +10 other locations
Kintetsu World Express,4.1,122,576,7,,12,,"Job Security, Skill Development / Learning, Company Culture",,Logistics,Bengaluru +23 other locations
Numero Uno Clothing,4.1,122,440,8,,9,,"Work Life Balance, Company Culture, Work Satisfaction",Promotions / Appraisal,Fashion & Textile,Gurugram +28 other locations
Basavatarakam Indo American Cancer Hospital Research Institute,4.3,122,335,3,14,16,,"Work Life Balance, Work Satisfaction, Job Security",,Healthcare,Hyderabad +7 other locations
MDI NetworX,3.7,122,634,18,15,6,,,"Promotions / Appraisal, Company Culture, Skill Development / Learning",IT Services & Consulting,Pune +1 other locations
Eidiko Systems Integrators,3.6,122,792,20,2,7,,Skill Development / Learning,"Company Culture, Job Security, Promotions / Appraisal",IT Services & Consulting,Hyderabad +3 other locations
PearVisa Immigration Services,4.2,122,125,,,45,,"Company Culture, Work Life Balance, Work Satisfaction",,Recruitment,New Delhi +5 other locations
United Airlines,3.8,122,1500,32,2,4,,"Work Life Balance, Job Security","Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",Aviation,Gurugram +3 other locations
TSS Consultancy,3.4,122,1000,33,9,4,,Job Security,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",IT Services & Consulting,Mumbai +10 other locations
Petron Engineering Construction,4.4,122,362,2,,14,,"Work Satisfaction, Work Life Balance, Salary & Benefits",,Engineering & Construction,Mumbai +27 other locations
Tekshapers Software Solutions,3.3,122,736,8,7,6,,,"Promotions / Appraisal, Job Security, Skill Development / Learning",IT Services & Consulting,Noida +10 other locations
Hipad Technology India,4,121,394,3,,20,,Skill Development / Learning,"Work Life Balance, Job Security, Salary & Benefits",Electronics Manufacturing,Noida +3 other locations
Helm360,3.7,121,570,15,,1,,"Work Life Balance, Salary & Benefits",,IT Services & Consulting,Noida +1 other locations
CreditVidya,3.7,121,626,10,2,3,12,,"Promotions / Appraisal, Job Security, Company Culture",FinTech,Hyderabad +15 other locations
Isgec Hitachi Zosen,3.6,121,539,8,,8,1,"Job Security, Salary & Benefits","Company Culture, Work Life Balance, Work Satisfaction",Industrial Machinery,Bharuch +7 other locations
Bankedge,4,121,172,13,,27,,"Skill Development / Learning, Company Culture, Work Life Balance",,Education & Training,Mumbai +15 other locations
INTERPLEX,4.3,121,670,7,,11,,"Company Culture, Job Security, Skill Development / Learning",,Industrial Automation,Bengaluru +8 other locations
IMCS Group.,3.2,121,443,10,,11,,,"Job Security, Promotions / Appraisal, Work Life Balance",IT Services & Consulting,Noida +10 other locations
Enerrgia Skyi Developers,4.3,121,378,19,,4,36,"Company Culture, Work Life Balance, Job Security",,Real Estate,Pune
Kajaria Bathware,4.1,122,421,6,,8,1,"Work Life Balance, Company Culture, Job Security","Promotions / Appraisal, Skill Development / Learning",Building Material,Bhiwadi +33 other locations
Mendine Pharmaceuticals,4.5,121,269,14,89,7,,"Job Security, Company Culture, Work Life Balance",,Pharma,Kolkata +15 other locations
iLabz Technology,3.2,121,754,7,,8,,,"Job Security, Promotions / Appraisal, Salary & Benefits",Recruitment,Bengaluru +12 other locations
Amco Batteries,4.4,121,404,5,,24,,"Work Life Balance, Company Culture, Work Satisfaction",,Auto Components,Chennai +23 other locations
Midco,3.5,121,202,,,17,,"Work Life Balance, Work Satisfaction",Job Security,Telecom,Mumbai +27 other locations
MENTORS EDUSERV,3,121,334,4,,2,,,"Promotions / Appraisal, Company Culture, Work Satisfaction",EdTech,Patna +4 other locations
DQ Entertainment,3.3,121,283,1,,13,2,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",Animation & VFX,Hyderabad +3 other locations
Dharmaj Crop Guard,4,121,452,7,,9,1,"Job Security, Work Life Balance, Work Satisfaction",,Agro Chemicals,Ahmedabad +19 other locations
Dewar's Garage,3.1,121,376,3,,6,,,"Job Security, Company Culture, Work Satisfaction",Automobile,Kolkata
MyCar,4,121,495,3,6,10,,"Work Life Balance, Skill Development / Learning, Salary & Benefits","Job Security, Work Satisfaction",Automobile,Pune +16 other locations
Decision Minds,3.6,121,581,9,,5,,,"Promotions / Appraisal, Job Security",IT Services & Consulting,Bengaluru +6 other locations
Synergy Systems & Solutions,3.9,121,672,15,5,8,2,,Salary & Benefits,Industrial Automation,Faridabad +19 other locations
Spl Infrastructure,4,121,621,5,12,10,1,"Skill Development / Learning, Work Life Balance",Promotions / Appraisal,Engineering & Construction,Chennai +14 other locations
College Of Education,4.4,121,1500,8,,1,1,"Work Satisfaction, Work Life Balance, Job Security",,Education & Training,Hyderabad +48 other locations
JBF Industries,3.7,121,579,7,,15,3,"Job Security, Work Life Balance","Salary & Benefits, Promotions / Appraisal, Skill Development / Learning",Fashion & Textile,Dadra & Nagar Haveli +6 other locations
Orient Blackswan,4.2,121,334,6,,14,,"Work Life Balance, Company Culture, Work Satisfaction",Promotions / Appraisal,Printing & Publishing,Hyderabad +24 other locations
WonderBotz,3.8,127,282,5,4,5,,"Skill Development / Learning, Salary & Benefits, Work Life Balance",,IT Services & Consulting,Bengaluru +15 other locations
Viaante Business Solutions,3,121,517,12,,8,1,,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",BPO,Mumbai +3 other locations
AJ Hospital and Research Centre,3.6,121,397,6,21,5,,,"Salary & Benefits, Promotions / Appraisal",Healthcare,Mangaluru +9 other locations
Civet Projects,4.2,121,362,7,,4,,"Work Life Balance, Company Culture, Work Satisfaction",,Engineering & Construction,Hyderabad +17 other locations
MCaffeine,2.8,121,464,11,2,3,9,,"Work Life Balance, Job Security, Promotions / Appraisal",Beauty & Personal Care,Mumbai +17 other locations
M G Contractors,4.5,121,410,4,,13,,"Company Culture, Work Life Balance, Work Satisfaction",,Engineering & Construction,Panchkula +27 other locations
iPlace,3.7,121,594,4,,9,,"Salary & Benefits, Work Life Balance",Job Security,,Pune +2 other locations
The Heritage School,3.7,121,361,13,,15,,,"Promotions / Appraisal, Company Culture, Work Satisfaction",Education & Training,New Delhi +14 other locations
Bharatiya Vidya Bhavan,4,121,305,2,1,17,,"Skill Development / Learning, Salary & Benefits",Promotions / Appraisal,Education & Training,Nagpur +35 other locations
NDS InfoServ,3.3,122,343,12,5,5,,,"Promotions / Appraisal, Skill Development / Learning, Company Culture",BPO,Mumbai +6 other locations
Amrita Vidyalayam,3.7,121,390,8,,12,,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",Education & Training,Chennai +34 other locations
Labvantage Solutions,3.7,122,715,22,18,5,4,"Company Culture, Work Life Balance","Skill Development / Learning, Promotions / Appraisal, Work Satisfaction",Software Product,Kolkata +3 other locations
SPS Hospitals,3.8,121,273,6,11,5,,"Work Life Balance, Salary & Benefits",Promotions / Appraisal,Healthcare,Ludhiana +7 other locations
Mahatma Gandhi Medical College & Hospital,4,121,453,10,,10,,"Work Life Balance, Skill Development / Learning, Work Satisfaction",,Education & Training,Jaipur +15 other locations
HIREXA SOLUTIONS,4,121,490,20,,2,15,"Company Culture, Work Life Balance, Job Security",,IT Services & Consulting,Bengaluru +6 other locations
Government of Kerala,4,121,554,4,,8,,"Work Life Balance, Job Security, Salary & Benefits",Promotions / Appraisal,Government,Thiruvananthapuram +23 other locations
NTN NEI Manufacturing,3.9,121,518,9,,10,,"Work Life Balance, Company Culture, Job Security","Promotions / Appraisal, Salary & Benefits",Automobile,Chennai +8 other locations
The Hi-tech Robotic Systemz,3.8,121,527,13,13,10,,Work Life Balance,Promotions / Appraisal,Emerging Technologies,Gurugram +11 other locations
Global Group,4,121,516,11,8,6,,"Work Life Balance, Salary & Benefits, Job Security",,Engineering & Construction,Pune +7 other locations
Toyoda Gosei South India,4.1,121,471,9,,4,1,"Company Culture, Job Security, Work Life Balance",Promotions / Appraisal,Automobile,Bengaluru +5 other locations
